director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combine
"David Silverman, Raymond S. Persi",Adam DeVine,Rachel Bloom,Zazie Beetz,Animation Comedy Family Adventure,extinct,"Adam DeVine Rachel Bloom Zazie Beetz David Silverman, Raymond S. Persi Animation Comedy Family Adventure"
Mike Mills,Joaquin Phoenix,Gaby Hoffmann,Woody Norman,unknown,c'mon c'mon,Joaquin Phoenix Gaby Hoffmann Woody Norman Mike Mills unknown
Casey Tebo,Devon Sawa,Ivana Baquero,Ryan Lee,unknown,black friday,Devon Sawa Ivana Baquero Ryan Lee Casey Tebo unknown
Abel Ferrara,Ethan Hawke,Valerio Mastandrea,unknown,unknown,zeros and ones,Ethan Hawke Valerio Mastandrea unknown Abel Ferrara unknown
Brian Patrick Butler,Nick Young,Alexandra Slade,Michael C. Burgess,unknown,friend of the world,Nick Young Alexandra Slade Michael C. Burgess Brian Patrick Butler unknown
"Byron Howard, Jared Bush, Chasire Castro Smith",Stephanie Beatriz,María Cecilia Botero,John Leguizamo,Animation Comedy Family Fantasy,encanto,"Stephanie Beatriz María Cecilia Botero John Leguizamo Byron Howard, Jared Bush, Chasire Castro Smith Animation Comedy Family Fantasy"
Ridley Scott,Lady Gaga,Adam Driver,Jared Leto,unknown,house of gucci,Lady Gaga Adam Driver Jared Leto Ridley Scott unknown
Nora Fingscheidt,Sandra Bullock,Vincent D'Onofrio,Jon Bernthal,unknown,the unforgivable,Sandra Bullock Vincent D'Onofrio Jon Bernthal Nora Fingscheidt unknown
Johannes Roberts,Kaya Scodelario,Hannah John-Kamen,Robbie Amell,unknown,resident evil: welcome to raccoon city,Kaya Scodelario Hannah John-Kamen Robbie Amell Johannes Roberts unknown
Michael Dowse,Neil Patrick Harris,Winslow Fegley,June Diane Raphael,unknown,8-bit christmas,Neil Patrick Harris Winslow Fegley June Diane Raphael Michael Dowse unknown
Stephen Karam,Richard Jenkins,Jayne Houdyshell,Amy Schumer,unknown,the humans,Richard Jenkins Jayne Houdyshell Amy Schumer Stephen Karam unknown
Trey Parker,Matt Stone,Mona Marshall,Kimberly Brooks,unknown,south park: post covid,Matt Stone Mona Marshall Kimberly Brooks Trey Parker unknown
Paul Thomas Anderson,Alana Haim,Cooper Hoffman,Sean Penn,unknown,licorice pizza,Alana Haim Cooper Hoffman Sean Penn Paul Thomas Anderson unknown
Michael Mayer,Michael Urie,Philemon Chambers,Luke Macfarlane,unknown,single all the way,Michael Urie Philemon Chambers Luke Macfarlane Michael Mayer unknown
Clare Knight,Isla Fisher,Tim Minchin,Eric Bana,unknown,back to the outback,Isla Fisher Tim Minchin Eric Bana Clare Knight unknown
Swinton O. Scott III,Brady Noon,Ethan William Childress,Chris Diamantopoulos,unknown,diary of a wimpy kid,Brady Noon Ethan William Childress Chris Diamantopoulos Swinton O. Scott III unknown
Michael Pierce,Riz Ahmed,Octavia Spencer,Janina Gavankar,Adventure Drama Thriller,encounter,Riz Ahmed Octavia Spencer Janina Gavankar Michael Pierce Adventure Drama Thriller
Valerie Weiss,Gemma Brooke Allen,Jackson Rathbone,Nick Thune,Comedy Family,mixtape,Gemma Brooke Allen Jackson Rathbone Nick Thune Valerie Weiss Comedy Family
Steven Spielberg,Ansel Elgort,Rachel Zegler,Ariana DeBose,unknown,west side story,Ansel Elgort Rachel Zegler Ariana DeBose Steven Spielberg unknown
Adam McKay,Leonardo DiCaprio,Jennifer Lawrence,Rob Morgan,unknown,don't look up,Leonardo DiCaprio Jennifer Lawrence Rob Morgan Adam McKay unknown
Ric Roman Waugh,Stephan James,J. K. Simmons,Alexander Ludwig,unknown,national champions,Stephan James J. K. Simmons Alexander Ludwig Ric Roman Waugh unknown
Aaron Sorkin,Nicole Kidman,Javier Bardem,J. K. Simmons,unknown,being the ricardos,Nicole Kidman Javier Bardem J. K. Simmons Aaron Sorkin unknown
Sean Baker,Simon Rex,Bree Elrod,Suzanna Son,unknown,red rocket,Simon Rex Bree Elrod Suzanna Son Sean Baker unknown
Peter Hutchings,Lucy Hale,Austin Stowell,Damon Daunno,unknown,the hating game,Lucy Hale Austin Stowell Damon Daunno Peter Hutchings unknown
Hamish Grieve,Will Arnett,Terry Crews,Geraldine Viswanathan,Animation Family Comedy,rumble,Will Arnett Terry Crews Geraldine Viswanathan Hamish Grieve Animation Family Comedy
Trey Parker,Matt Stone,Mona Marshall,Kimberly Brooks,unknown,south park: post covid: the return of covid,Matt Stone Mona Marshall Kimberly Brooks Trey Parker unknown
Jon Watts,Tom Holland,Benedict Cumberbatch,Zendaya,Action Adventure Science Fiction,spider-man: no way home,Tom Holland Benedict Cumberbatch Zendaya Jon Watts Action Adventure Science Fiction
Guillermo del Toro,Bradley Cooper,Cate Blanchett,Toni Collette,unknown,nightmare alley,Bradley Cooper Cate Blanchett Toni Collette Guillermo del Toro unknown
Maggie Gyllenhaal,Olivia Colman,Dakota Johnson,Jessie Buckley,unknown,the lost daughter,Olivia Colman Dakota Johnson Jessie Buckley Maggie Gyllenhaal unknown
Benjamin Cleary,Mahershala Ali,Naomie Harris,Glenn Close,unknown,swan song,Mahershala Ali Naomie Harris Glenn Close Benjamin Cleary unknown
George Clooney,Ben Affleck,Tye Sheridan,Lily Rabe,unknown,the tender bar,Ben Affleck Tye Sheridan Lily Rabe George Clooney unknown
Mattson Tomlin,Chloë Grace Moretz,Algee Smith,Raúl Castillo,Science Fiction Thriller,mother/android,Chloë Grace Moretz Algee Smith Raúl Castillo Mattson Tomlin Science Fiction Thriller
Garth Jennings,Matthew McConaughey,Reese Witherspoon,Scarlett Johansson,unknown,sing 2,Matthew McConaughey Reese Witherspoon Scarlett Johansson Garth Jennings unknown
Lana Wachowski,Keanu Reeves,Carrie-Anne Moss,Yahya Abdul-Mateen II,unknown,the matrix resurrections,Keanu Reeves Carrie-Anne Moss Yahya Abdul-Mateen II Lana Wachowski unknown
Matthew Vaughn,Ralph Fiennes,Gemma Arterton,Rhys Ifans,unknown,the king's man,Ralph Fiennes Gemma Arterton Rhys Ifans Matthew Vaughn unknown
Joel Coen,Denzel Washington,Frances McDormand,Bertie Carvel,unknown,the tragedy of macbeth,Denzel Washington Frances McDormand Bertie Carvel Joel Coen unknown
Denzel Washington,Michael B. Jordan,Chanté Adams,Jalon Christian,unknown,a journal for jordan,Michael B. Jordan Chanté Adams Jalon Christian Denzel Washington unknown
Erwin brothers,Zachary Levi,Anna Paquin,Dennis Quaid,unknown,american underdog,Zachary Levi Anna Paquin Dennis Quaid Erwin brothers unknown
unknown,Tilda Swinton,Elkin Díaz,Jeanne Balibar,Drama Science Fiction Mystery,memoria,Tilda Swinton Elkin Díaz Jeanne Balibar unknown Drama Science Fiction Mystery
unknown,unknown,unknown,unknown,Action Drama,top gun: maverick*,unknown unknown unknown unknown Action Drama
unknown,unknown,unknown,unknown,Fantasy Action Adventure,doctor strange in the multiverse of madness,unknown unknown unknown unknown Fantasy Action Adventure
unknown,unknown,unknown,unknown,Adventure Action Science Fiction,jurassic world dominion,unknown unknown unknown unknown Adventure Action Science Fiction
unknown,unknown,unknown,unknown,Crime Mystery Thriller,the batman,unknown unknown unknown unknown Crime Mystery Thriller
unknown,unknown,unknown,unknown,Animation Family,minions: the rise of gru*,unknown unknown unknown unknown Animation Family
unknown,unknown,unknown,unknown,Fantasy Action Comedy,thor: love and thunder,unknown unknown unknown unknown Fantasy Action Comedy
unknown,unknown,unknown,unknown,Action Adventure Family Comedy,sonic the hedgehog 2,unknown unknown unknown unknown Action Adventure Family Comedy
unknown,unknown,unknown,unknown,Drama History Music,elvis*,unknown unknown unknown unknown Drama History Music
unknown,unknown,unknown,unknown,Action Adventure,uncharted,unknown unknown unknown unknown Action Adventure
unknown,unknown,unknown,unknown,Horror Mystery Science Fiction Thriller,nope,unknown unknown unknown unknown Horror Mystery Science Fiction Thriller
Simon Kinberg,Jessica Chastain,Lupita Nyong'o,Penélope Cruz,Action Thriller,the 355,Jessica Chastain Lupita Nyong'o Penélope Cruz Simon Kinberg Action Thriller
Patricia Harris Seeley,Autumn Reeser,Antonio Cupo,Danny Trejo,Family Animation Fantasy Horror,the legend of la llorona,Autumn Reeser Antonio Cupo Danny Trejo Patricia Harris Seeley Family Animation Fantasy Horror
Asif Akbar,Mickey Rourke,Michael Jai White,unknown,Action Crime Thriller,the commando,Mickey Rourke Michael Jai White unknown Asif Akbar Action Crime Thriller
"Matt Bettinelli-Olpin, Tyler Gillett",Melissa Barrera,Mason Gooding,Jenna Ortega,Horror Mystery Thriller,scream,"Melissa Barrera Mason Gooding Jenna Ortega Matt Bettinelli-Olpin, Tyler Gillett Horror Mystery Thriller"
"Jennifer Kluska, Derek Drymon",Andy Samberg,Selena Gomez,Kathryn Hahn,Animation Comedy Family Fantasy Adventure,hotel transylvania: transformania,"Andy Samberg Selena Gomez Kathryn Hahn Jennifer Kluska, Derek Drymon Animation Comedy Family Fantasy Adventure"
Luis Prieto,Cameron Monaghan,Frank Grillo,Lilly Krug,Thriller,shattered,Cameron Monaghan Frank Grillo Lilly Krug Luis Prieto Thriller
Rick Jacobson,Laura Marano,Mena Massoud,unknown,Romance Comedy,the royal treatment,Laura Marano Mena Massoud unknown Rick Jacobson Romance Comedy
D.J. Caruso,Abigail Cowen,Tom Lewis,Logan Marshall-Green,Romance Drama History,redeeming love,Abigail Cowen Tom Lewis Logan Marshall-Green D.J. Caruso Romance Drama History
Sean McNamara,Pierce Brosnan,Kaya Scodelario,Benjamin Walker,Fantasy Drama Romance History,the king's daughter,Pierce Brosnan Kaya Scodelario Benjamin Walker Sean McNamara Fantasy Drama Romance History
Ray Giarratana,Christian Convery,Dennis Quaid,Queen Latifah,Adventure Family,the tiger rising,Christian Convery Dennis Quaid Queen Latifah Ray Giarratana Adventure Family
Justin Lee,Bruce Dern,Billy Zane,Tony Todd,Horror,hellblazers,Bruce Dern Billy Zane Tony Todd Justin Lee Horror
Megan Park,Jenna Ortega,Maddie Ziegler,Niles Fitch,Drama,the fallout,Jenna Ortega Maddie Ziegler Niles Fitch Megan Park Drama
"Charles Kinnane, Daniel Kinnane",Kevin James,Taylor Lautner,Rob Schneider,Family Comedy,home team,"Kevin James Taylor Lautner Rob Schneider Charles Kinnane, Daniel Kinnane Family Comedy"
John C. Donkin,Simon Pegg,Utkarsh Ambudkar,Justina Machado,Animation Comedy Adventure Family,the ice age adventures of buck wild,Simon Pegg Utkarsh Ambudkar Justina Machado John C. Donkin Animation Comedy Adventure Family
Paul Solet,Adrien Brody,Glenn Fleshler,Mykelti Williamson,Crime,clean,Adrien Brody Glenn Fleshler Mykelti Williamson Paul Solet Crime
Michel Franco,Tim Roth,Charlotte Gainsbourg,unknown,Drama,sundown,Tim Roth Charlotte Gainsbourg unknown Michel Franco Drama
Jeff Tremaine,Johnny Knoxville,Steve-O,Chris Pontius,Comedy Documentary,jackass forever,Johnny Knoxville Steve-O Chris Pontius Jeff Tremaine Comedy Documentary
Roland Emmerich,Halle Berry,Patrick Wilson,John Bradley,Science Fiction,moonfall,Halle Berry Patrick Wilson John Bradley Roland Emmerich Science Fiction
Tim Kirkby,Charlie Hunnam,Mel Gibson,Morena Baccarin,Action Crime Thriller,last looks,Charlie Hunnam Mel Gibson Morena Baccarin Tim Kirkby Action Crime Thriller
Rich Ragsdale,Scout Taylor-Compton,Nolan Gerard Funk,Jeff Fahey,Horror,the long night,Scout Taylor-Compton Nolan Gerard Funk Jeff Fahey Rich Ragsdale Horror
Steven Soderbergh,Zoë Kravitz,Rita Wilson,Byron Bowers,Thriller,kimi,Zoë Kravitz Rita Wilson Byron Bowers Steven Soderbergh Thriller
D.J. Caruso,Rainey Qualley,Jake Horowitz,Luciana VanDette,Horror Thriller,shut in,Rainey Qualley Jake Horowitz Luciana VanDette D.J. Caruso Horror Thriller
Kenneth Branagh,Tom Bateman,Annette Bening,Kenneth Branagh,Mystery Drama Crime Thriller,death on the nile,Tom Bateman Annette Bening Kenneth Branagh Kenneth Branagh Mystery Drama Crime Thriller
Kat Coiro,Jennifer Lopez,Owen Wilson,Maluma,Romance Comedy Music,marry me,Jennifer Lopez Owen Wilson Maluma Kat Coiro Romance Comedy Music
Mark Williams,Liam Neeson,Emmy Raver-Lampman,Taylor John Smith,Action Thriller,blacklight,Liam Neeson Emmy Raver-Lampman Taylor John Smith Mark Williams Action Thriller
Jason Orley,Charlie Day,Jenny Slate,Scott Eastwood,Comedy Romance,i want you back,Charlie Day Jenny Slate Scott Eastwood Jason Orley Comedy Romance
Emily Ting,Ava Michelle,Griffin Gluck,Sabrina Carpenter,Comedy Romance,tall girl 2,Ava Michelle Griffin Gluck Sabrina Carpenter Emily Ting Comedy Romance
Josephine Decker,Grace Kaufman,Pico Alexander,Jacques Colimon,Drama Romance Music,the sky is everywhere,Grace Kaufman Pico Alexander Jacques Colimon Josephine Decker Drama Romance Music
Arie Posin,Joey King,Kyle Allen,Kim Dickens,Romance Science Fiction Drama,the in between,Joey King Kyle Allen Kim Dickens Arie Posin Romance Science Fiction Drama
Roel Reiné,Iko Uwais,Lewis Tan,Lawrence Kao,Action Fantasy,fistful of vengeance,Iko Uwais Lewis Tan Lawrence Kao Roel Reiné Action Fantasy
Ruben Fleischer,Tom Holland,Mark Wahlberg,Sophia Ali,Action Adventure,uncharted,Tom Holland Mark Wahlberg Sophia Ali Ruben Fleischer Action Adventure
"Reid Carolin, Channing Tatum",Channing Tatum,Jane Adams,Kevin Nash,Drama Comedy,dog,"Channing Tatum Jane Adams Kevin Nash Reid Carolin, Channing Tatum Drama Comedy"
David Blue Garcia,Sarah Yarkin,Elsie Fisher,Mark Burham,Horror Thriller,texas chainsaw massacre,Sarah Yarkin Elsie Fisher Mark Burham David Blue Garcia Horror Thriller
Sean Ellis,Boyd Holbrook,Kelly Reilly,Alistair Petrie,Horror Fantasy Mystery,the cursed,Boyd Holbrook Kelly Reilly Alistair Petrie Sean Ellis Horror Fantasy Mystery
Erik Peter Carlson,Emily Shenaut,Brian Hull,Gabriel Burrafato,Fantasy Family,a fairy tale after all,Emily Shenaut Brian Hull Gabriel Burrafato Erik Peter Carlson Fantasy Family
Joe Wright,Peter Dinklage,Haley Bennett,Kelvin Harrison Jr.,Drama Romance,cyrano,Peter Dinklage Haley Bennett Kelvin Harrison Jr. Joe Wright Drama Romance
BJ McDonell,Dave Grohl,Taylor Hawkins,Nate Mendel,Horror Comedy Fantasy Music,studio 666,Dave Grohl Taylor Hawkins Nate Mendel BJ McDonell Horror Comedy Fantasy Music
Tyler Perry,Tyler Perry,Cassi Davis,David Mann,Comedy,a madea homecoming,Tyler Perry Cassi Davis David Mann Tyler Perry Comedy
Damien Power,Havana Rose Liu,Danny Ramirez,Dennis Haysbert,Horror Thriller Mystery,no exit,Havana Rose Liu Danny Ramirez Dennis Haysbert Damien Power Horror Thriller Mystery
Edward John Drake,Bruce Willis,Luke Wilson,Devon Sawa,Action Thriller Crime Mystery,gasoline alley,Bruce Willis Luke Wilson Devon Sawa Edward John Drake Action Thriller Crime Mystery
Matt Reeves,Robert Pattinson,Zoë Kravitz,Paul Dano,Crime Mystery Thriller,the batman,Robert Pattinson Zoë Kravitz Paul Dano Matt Reeves Crime Mystery Thriller
unknown,Colin Farrell,Jodie Turner-Smith,Justin H. Min,Drama Science Fiction,after yang,Colin Farrell Jodie Turner-Smith Justin H. Min unknown Drama Science Fiction
Mimi Cave,Daisy Edgar-Jones,Sebastian Stan,Jonica T. Gibbs,Horror Thriller,fresh,Daisy Edgar-Jones Sebastian Stan Jonica T. Gibbs Mimi Cave Horror Thriller
Wes Miller,Kevin Dillon,Bruce Willis,Frank Grillo,Action Thriller Crime,a day to die,Kevin Dillon Bruce Willis Frank Grillo Wes Miller Action Thriller Crime
Shawn Levy,Ryan Reynolds,Mark Ruffalo,Jennifer Garner,Adventure Science Fiction,the adam project,Ryan Reynolds Mark Ruffalo Jennifer Garner Shawn Levy Adventure Science Fiction
Domee Shi,Rosalie Chiang,Sandra Oh,Ava Morse,Animation Family Comedy Fantasy,turning red,Rosalie Chiang Sandra Oh Ava Morse Domee Shi Animation Family Comedy Fantasy
Kim Bass,Rory Cochrane,Amy Smart,Major Dodson,Drama,tyson's run,Rory Cochrane Amy Smart Major Dodson Kim Bass Drama
Katt Shea,Grant Gustin,Scott Wolf,Kaylah Zander,Family Drama,rescued by ruby,Grant Gustin Scott Wolf Kaylah Zander Katt Shea Family Drama
Graham Moore,Mark Rylance,Zoey Deutch,Johnny Flynn,Crime Drama Thriller,the outfit,Mark Rylance Zoey Deutch Johnny Flynn Graham Moore Crime Drama Thriller
Adrian Lyne,Ben Affleck,Ana de Armas,Tracy Letts,Drama Mystery Thriller,deep water,Ben Affleck Ana de Armas Tracy Letts Adrian Lyne Drama Mystery Thriller
Gail Lerner,Gabrielle Union,Zach Braff,Erika Christensen,Family Comedy,cheaper by the dozen,Gabrielle Union Zach Braff Erika Christensen Gail Lerner Family Comedy
Charlie McDowell,Lily Collins,Jesse Plemons,Jason Segel,Thriller,windfall,Lily Collins Jesse Plemons Jason Segel Charlie McDowell Thriller
Ti West,Mia Goth,Jenna Ortega,Martin Henderson,Horror Mystery Thriller,x,Mia Goth Jenna Ortega Martin Henderson Ti West Horror Mystery Thriller
Iris K. Shim,Sandra Oh,Fivel Stewart,MeeWha Alana Lee,Horror Mystery,umma,Sandra Oh Fivel Stewart MeeWha Alana Lee Iris K. Shim Horror Mystery
Krystin Ver Linden,Keke Palmer,Common,Gaius Charles,Adventure Fantasy,alice,Keke Palmer Common Gaius Charles Krystin Ver Linden Adventure Fantasy
Mariama Diallo,Regina Hall,Zoe Renee,Amber Gray,Drama,master,Regina Hall Zoe Renee Amber Gray Mariama Diallo Drama
Peyfa,Bella Thorne,Melissa Leo,Roma Maffia,Thriller,measure of revenge,Bella Thorne Melissa Leo Roma Maffia Peyfa Thriller
unknown,Sandra Bullock,Channing Tatum,Daniel Radcliffe,Action Adventure Comedy,the lost city,Sandra Bullock Channing Tatum Daniel Radcliffe unknown Action Adventure Comedy
unknown,Michelle Yeoh,Stephanie Hsu,Ke Huy Quan,Action Adventure Science Fiction,everything everywhere all at once,Michelle Yeoh Stephanie Hsu Ke Huy Quan unknown Action Adventure Science Fiction
"Małgorzata Szumowska, Michał Englert",Naomi Watts,Billy Howle,Sophie Okonedo,Drama Thriller,infinite storm,"Naomi Watts Billy Howle Sophie Okonedo Małgorzata Szumowska, Michał Englert Drama Thriller"
Roshan Sethi,Karan Soni,Geraldine Viswanathan,Mark Duplass,Thriller Drama Crime,7 days,Karan Soni Geraldine Viswanathan Mark Duplass Roshan Sethi Thriller Drama Crime
Chris Winterbauer,Cole Sprouse,Lana Condor,Mason Gooding,Comedy Romance Science Fiction,moonshot,Cole Sprouse Lana Condor Mason Gooding Chris Winterbauer Comedy Romance Science Fiction
Daniel Espinosa,Jared Leto,Matt Smith,Adria Arjona,Action Science Fiction Fantasy,morbius,Jared Leto Matt Smith Adria Arjona Daniel Espinosa Action Science Fiction Fantasy
Judd Apatow,Karen Gillan,Iris Apatow,Fred Armisen,Comedy,the bubble,Karen Gillan Iris Apatow Fred Armisen Judd Apatow Comedy
Tarik Saleh,Chris Pine,Ben Foster,Gillian Jacobs,Action Thriller,the contractor,Chris Pine Ben Foster Gillian Jacobs Tarik Saleh Action Thriller
Tim Federle,Rueby Wood,Joshua Bassett,Aria Brooks,Music Family Comedy,better nate than ever,Rueby Wood Joshua Bassett Aria Brooks Tim Federle Music Family Comedy
Richard Linklater,Glen Powell,Zachary Levi,Milo Coy,Animation Science Fiction Family,apollo 10 1⁄2: a space age childhood,Glen Powell Zachary Levi Milo Coy Richard Linklater Animation Science Fiction Family
Jeff Fowler,James Marsden,Ben Schwartz,Tika Sumpter,Action Adventure Family Comedy,sonic the hedgehog 2,James Marsden Ben Schwartz Tika Sumpter Jeff Fowler Action Adventure Family Comedy
Michael Bay,Jake Gyllenhaal,Yahya Abdul-Mateen II,Eiza González,Action Thriller Crime,ambulance,Jake Gyllenhaal Yahya Abdul-Mateen II Eiza González Michael Bay Action Thriller Crime
Janus Metz Pedersen,Chris Pine,Thandiwe Newton,Laurence Fishburne,Thriller Action,all the old knives,Chris Pine Thandiwe Newton Laurence Fishburne Janus Metz Pedersen Thriller Action
Peter Sollett,Jaeden Martell,Isis Hainsworth,Adrian Greensmith,Comedy Drama Music,metal lords,Jaeden Martell Isis Hainsworth Adrian Greensmith Peter Sollett Comedy Drama Music
Rosalind Ross,Mark Wahlberg,Mel Gibson,Jacki Weaver,Drama,father stu,Mark Wahlberg Mel Gibson Jacki Weaver Rosalind Ross Drama
David Yates,Eddie Redmayne,Jude Law,Ezra Miller,Fantasy Adventure Action,fantastic beasts: the secrets of dumbledore,Eddie Redmayne Jude Law Ezra Miller David Yates Fantasy Adventure Action
Riley Stearns,Karen Gillan,Beulah Koale,Theo James,Science Fiction Thriller,dual,Karen Gillan Beulah Koale Theo James Riley Stearns Science Fiction Thriller
Toby Meakins,Asa Butterfield,Iola Evans,Eddie Marsan,Horror Thriller Science Fiction,choose or die,Asa Butterfield Iola Evans Eddie Marsan Toby Meakins Horror Thriller Science Fiction
Nick Lyon,Keesha Sharp,Jamie Bamber,Lydia Hearst,Thriller Horror,titanic 666,Keesha Sharp Jamie Bamber Lydia Hearst Nick Lyon Thriller Horror
Pierre Perifel,Sam Rockwell,Marc Maron,Craig Robinson,Animation Comedy Family Crime,the bad guys,Sam Rockwell Marc Maron Craig Robinson Pierre Perifel Animation Comedy Family Crime
Robert Eggers,Alexander Skarsgård,Nicole Kidman,Claes Bang,Action Adventure Fantasy,the northman,Alexander Skarsgård Nicole Kidman Claes Bang Robert Eggers Action Adventure Fantasy
